"rules","support","confidence","lift","count"
"{Percentage.of.Students.Whose.First.Language.Is.Not.French=Low,Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Reading=Highest,Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Writing=Highest,FSL.Core=YES} => {Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Mathematics=Highest}",0.0581589958158996,0.668269230769231,3.51798119281599,139
"{Percentage.of.Students.Whose.First.Language.Is.Not.French=Low,Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Reading=Highest,Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Writing=Highest} => {Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Mathematics=Highest}",0.0602510460251046,0.660550458715596,3.47734712848078,144
"{Percentage.of.Students.Whose.First.Language.Is.Not.French=Low,Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Reading=Highest,Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Writing=Highest,FSL.Core=YES,FSL.Extended=NO} => {Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Mathematics=Highest}",0.0543933054393305,0.65989847715736,3.47391489076232,130
"{Percentage.of.Students.Whose.First.Language.Is.Not.French=Low,Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Reading=Highest,Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Writing=Highest,FSL.Extended=NO} => {Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Mathematics=Highest}",0.0548117154811716,0.651741293532338,3.43097288885967,131
"{Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Reading=Highest,Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Writing=Highest,FSL.Immersion=NO} => {Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Mathematics=Highest}",0.0535564853556485,0.64,3.36916299559471,128
"{Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Reading=Highest,Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Writing=Highest,FSL.Core=YES,FSL.Immersion=NO} => {Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Mathematics=Highest}",0.0535564853556485,0.64,3.36916299559471,128
"{Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Reading=Highest,Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Writing=Highest,FSL.Extended=NO,FSL.Immersion=NO} => {Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Mathematics=Highest}",0.0506276150627615,0.636842105263158,3.35253883607698,121
"{Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Reading=Highest,Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Writing=Highest,FSL.Core=YES,FSL.Extended=NO,FSL.Immersion=NO} => {Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Mathematics=Highest}",0.0506276150627615,0.636842105263158,3.35253883607698,121
"{Percentage.of.Students.Whose.First.Language.Is.Not.French=Low,Gifted=FALSE,Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Reading=Highest,Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Writing=Highest} => {Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Mathematics=Highest}",0.0510460251046025,0.635416666666667,3.34503487518355,122
"{Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Reading=Highest,Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Writing=Highest,FSL.Core=YES} => {Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Mathematics=Highest}",0.0698744769874477,0.632575757575758,3.33007942864771,167
