"rules","support","confidence","lift","count"
"{School.Type=Public,Percentage.of.Students.Whose.First.Language.Is.Not.French=Low,Percentage.of.Grade.3.Students.Achieving.the.Provincial.Standard.in.Reading=Lowest,Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Writing=Lowest,Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Mathematics=Lowest} => {Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Reading=Lowest}",0.0502092050209205,0.930232558139535,4.45542247285268,120
"{School.Type=Public,Percentage.of.Students.Whose.First.Language.Is.Not.French=Low,Percentage.of.Grade.3.Students.Achieving.the.Provincial.Standard.in.Reading=Lowest,Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Writing=Lowest,Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Mathematics=Lowest,FSL.Core=YES} => {Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Reading=Lowest}",0.0502092050209205,0.930232558139535,4.45542247285268,120
"{Percentage.of.Students.Whose.First.Language.Is.Not.French=Low,Percentage.of.Grade.3.Students.Achieving.the.Provincial.Standard.in.Reading=Lowest,Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Writing=Lowest,Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Mathematics=Lowest,FSL.Immersion=NO} => {Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Reading=Lowest}",0.0535564853556485,0.927536231884058,4.44250820481543,128
"{Percentage.of.Students.Whose.First.Language.Is.Not.French=Low,Percentage.of.Grade.3.Students.Achieving.the.Provincial.Standard.in.Reading=Lowest,Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Writing=Lowest,Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Mathematics=Lowest,FSL.Core=YES,FSL.Immersion=NO} => {Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Reading=Lowest}",0.0535564853556485,0.927536231884058,4.44250820481543,128
"{Percentage.of.Students.Whose.First.Language.Is.Not.French=Low,Gifted=FALSE,Percentage.of.Grade.3.Students.Achieving.the.Provincial.Standard.in.Reading=Lowest,Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Writing=Lowest,Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Mathematics=Lowest,FSL.Immersion=NO} => {Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Reading=Lowest}",0.0531380753138075,0.927007299270073,4.43997484019133,127
"{Percentage.of.Students.Whose.First.Language.Is.Not.French=Low,Percentage.of.Grade.3.Students.Achieving.the.Provincial.Standard.in.Reading=Lowest,Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Writing=Lowest,Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Mathematics=Lowest,FSL.Extended=NO,FSL.Immersion=NO} => {Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Reading=Lowest}",0.0531380753138075,0.927007299270073,4.43997484019133,127
"{Percentage.of.Students.Whose.First.Language.Is.Not.French=Low,Gifted=FALSE,Percentage.of.Grade.3.Students.Achieving.the.Provincial.Standard.in.Reading=Lowest,Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Writing=Lowest,Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Mathematics=Lowest,FSL.Core=YES,FSL.Immersion=NO} => {Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Reading=Lowest}",0.0531380753138075,0.927007299270073,4.43997484019133,127
"{Percentage.of.Students.Whose.First.Language.Is.Not.French=Low,Percentage.of.Grade.3.Students.Achieving.the.Provincial.Standard.in.Reading=Lowest,Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Writing=Lowest,Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Mathematics=Lowest,FSL.Core=YES,FSL.Extended=NO,FSL.Immersion=NO} => {Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Reading=Lowest}",0.0531380753138075,0.927007299270073,4.43997484019133,127
"{Percentage.of.Students.Whose.First.Language.Is.Not.French=Low,Gifted=FALSE,Percentage.of.Grade.3.Students.Achieving.the.Provincial.Standard.in.Reading=Lowest,Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Writing=Lowest,Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Mathematics=Lowest,FSL.Extended=NO,FSL.Immersion=NO} => {Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Reading=Lowest}",0.0527196652719665,0.926470588235294,4.43740422020512,126
"{Percentage.of.Students.Whose.First.Language.Is.Not.French=Low,Gifted=FALSE,Percentage.of.Grade.3.Students.Achieving.the.Provincial.Standard.in.Reading=Lowest,Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Writing=Lowest,Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Mathematics=Lowest,FSL.Core=YES,FSL.Extended=NO,FSL.Immersion=NO} => {Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Reading=Lowest}",0.0527196652719665,0.926470588235294,4.43740422020512,126
